"Gene_name","Gene_id","Transcript_id"
"RET","ENSG00000165731.18","ENST00000615310.4"
"DDX21","ENSG00000165732.12","ENST00000354185.8"
"BMS1","ENSG00000165733.7","ENST00000374518.5"
"STK32C","ENSG00000165752.16","ENST00000298630.7"
"OR4K2","ENSG00000165762.2","ENST00000298642.2"
"TMEM55B","ENSG00000165782.10","ENST00000398020.6"
"SLC39A2","ENSG00000165794.9","ENST00000298681.4"
"NDRG2","ENSG00000165795.23","ENST00000403829.7"
"RNASE7","ENSG00000165799.4","ENST00000298690.4"
"ARHGEF40","ENSG00000165801.9","ENST00000298694.8"
"NSMF","ENSG00000165802.21","ENST00000371472.6"
"ZNF219","ENSG00000165804.15","ENST00000360947.7"
"C12orf50","ENSG00000165805.9","ENST00000298699.6"
"CASP7","ENSG00000165806.19","ENST00000369318.7"
"PPP1R36","ENSG00000165807.7","ENST00000298705.5"
"BTNL9","ENSG00000165810.16","ENST00000327705.13"
"CCDC186","ENSG00000165813.18","ENST00000369287.7"
"VWA2","ENSG00000165816.12","ENST00000392982.7"
"SALL2","ENSG00000165821.11","ENST00000614342.1"
"PRAP1","ENSG00000165828.14","ENST00000433452.5"
"TRUB1","ENSG00000165832.5","ENST00000298746.4"
"CYP2C19","ENSG00000165841.9","ENST00000371321.7"
"ZFYVE1","ENSG00000165861.13","ENST00000556143.5"
"C10orf82","ENSG00000165863.16","ENST00000588184.1"
"HSPA12A","ENSG00000165868.13","ENST00000369209.7"
"FRAT1","ENSG00000165879.8","ENST00000371021.4"
"UBTD1","ENSG00000165886.4","ENST00000370664.3"
"ANKRD2","ENSG00000165887.11","ENST00000307518.9"
"E2F7","ENSG00000165891.15","ENST00000322886.11"
"ARHGAP42","ENSG00000165895.17","ENST00000524892.6"
"ISCA2","ENSG00000165898.13","ENST00000298818.12"
"PACSIN3","ENSG00000165912.15","ENST00000298838.10"
"TTC7B","ENSG00000165914.14","ENST00000553972.5"
"SLC39A13","ENSG00000165915.13","ENST00000354884.8"
"PSMC3","ENSG00000165916.8","ENST00000602866.5"
"RAPSN","ENSG00000165917.9","ENST00000298854.6"
"TC2N","ENSG00000165929.12","ENST00000435962.6"
"CPSF2","ENSG00000165934.12","ENST00000555244.1"
"MOAP1","ENSG00000165943.4","ENST00000298894.4"
"IFI27L1","ENSG00000165948.10","ENST00000555523.5"
"IFI27","ENSG00000165949.12","ENST00000621160.4"
"SERPINA12","ENSG00000165953.9","ENST00000556881.5"
"CLMN","ENSG00000165959.11","ENST00000298912.8"
"SLC6A5","ENSG00000165970.11","ENST00000525748.5"
"CCDC38","ENSG00000165972.12","ENST00000344280.7"
"NELL1","ENSG00000165973.18","ENST00000357134.9"
"PTER","ENSG00000165983.14","ENST00000423462.6"
"C1QL3","ENSG00000165985.9","ENST00000298943.3"
"CACNB2","ENSG00000165995.18","ENST00000324631.11"
"ARL5B","ENSG00000165997.4","ENST00000377275.3"
"SMCO4","ENSG00000166002.6","ENST00000525141.1"
"CEP295","ENSG00000166004.14","ENST00000531700.5"
"KCNC2","ENSG00000166006.12","ENST00000549446.5"
"ABTB2","ENSG00000166016.5","ENST00000435224.2"
"R3HCC1L","ENSG00000166024.13","ENST00000613938.4"
"AMOTL1","ENSG00000166025.17","ENST00000433060.2"
"HTRA1","ENSG00000166033.11","ENST00000420892.1"
"LIPC","ENSG00000166035.10","ENST00000433326.2"
"CEP57","ENSG00000166037.10","ENST00000325542.9"
"TCP11L2","ENSG00000166046.10","ENST00000299045.7"
"PASD1","ENSG00000166049.10","ENST00000370357.4"
"SPRED1","ENSG00000166068.12","ENST00000299084.8"
"TMCO5A","ENSG00000166069.13","ENST00000319669.4"
"GPR176","ENSG00000166073.10","ENST00000299092.3"
"JAM3","ENSG00000166086.12","ENST00000299106.8"
"IL25","ENSG00000166090.8","ENST00000329715.2"
"CMTM5","ENSG00000166091.19","ENST00000359320.7"
"GLB1L3","ENSG00000166105.15","ENST00000389887.9"
"ADAMTS15","ENSG00000166106.3","ENST00000299164.3"
"SVOP","ENSG00000166111.9","ENST00000610966.4"
"SPATA19","ENSG00000166118.7","ENST00000299140.7"
"GPT2","ENSG00000166123.13","ENST00000340124.8"
"AMN","ENSG00000166126.10","ENST00000299155.9"
"RAB8B","ENSG00000166128.12","ENST00000321437.8"
"IKBIP","ENSG00000166130.14","ENST00000393042.3"
"RPUSD2","ENSG00000166133.17","ENST00000616318.1"
"HIF1AN","ENSG00000166135.13","ENST00000299163.6"
"NDUFB8","ENSG00000166136.15","ENST00000299166.8"
"PPP1R14D","ENSG00000166143.9","ENST00000299174.9"
"SPINT1","ENSG00000166145.14","ENST00000562057.5"
"AVPR1A","ENSG00000166148.3","ENST00000299178.3"
"C16orf78","ENSG00000166152.3","ENST00000299191.3"
"OPN1MW2","ENSG00000166160.9","ENST00000369929.8"
"BRD7","ENSG00000166164.15","ENST00000394689.2"
"CKB","ENSG00000166165.12","ENST00000348956.6"
"TRMT61A","ENSG00000166166.12","ENST00000389749.8"
"BTRC","ENSG00000166167.17","ENST00000408038.6"
"POLL","ENSG00000166169.16","ENST00000370168.7"
"BAG5","ENSG00000166170.9","ENST00000299204.4"
"DPCD","ENSG00000166171.12","ENST00000370151.8"
"LARP6","ENSG00000166173.10","ENST00000344870.4"
"API5","ENSG00000166181.12","ENST00000378852.7"
"ASPG","ENSG00000166183.15","ENST00000551177.5"
"ZNF319","ENSG00000166188.2","ENST00000299237.2"
"HPS6","ENSG00000166189.7","ENST00000299238.6"
"SENP8","ENSG00000166192.14","ENST00000542035.2"
"ALKBH3","ENSG00000166199.12","ENST00000302708.8"
"COPS2","ENSG00000166200.14","ENST00000299259.10"
"GABRB3","ENSG00000166206.14","ENST00000628124.2"
"SPIC","ENSG00000166211.7","ENST00000551346.1"
"TBATA","ENSG00000166220.12","ENST00000299290.5"
"SGPL1","ENSG00000166224.16","ENST00000373202.7"
"FRS2","ENSG00000166225.8","ENST00000397997.6"
"CCT2","ENSG00000166226.12","ENST00000299300.10"
"PCBD1","ENSG00000166228.8","ENST00000299299.3"
"C16orf71","ENSG00000166246.13","ENST00000299320.9"
"CLMP","ENSG00000166250.11","ENST00000448775.3"
"SCN3B","ENSG00000166257.8","ENST00000299333.7"
"COX11","ENSG00000166260.10","ENST00000299335.7"
"ZNF202","ENSG00000166261.10","ENST00000529691.1"
"FAM227B","ENSG00000166262.15","ENST00000558579.5"
"STXBP4","ENSG00000166263.13","ENST00000376352.6"
"CYYR1","ENSG00000166265.11","ENST00000299340.8"
"CUL5","ENSG00000166266.13","ENST00000393094.6"
"MYRFL","ENSG00000166268.10","ENST00000548892.5"
"WBP1L","ENSG00000166272.16","ENST00000448841.5"
"BORCS7","ENSG00000166275.15","ENST00000339834.9"
"C2","ENSG00000166278.14","ENST00000299367.9"
"PLEKHF1","ENSG00000166289.5","ENST00000436066.3"
"TMEM100","ENSG00000166292.11","ENST00000424486.2"
"SMPD1","ENSG00000166311.9","ENST00000342245.8"
"APBB1","ENSG00000166313.18","ENST00000299402.10"
"SYNPO2L","ENSG00000166317.11","ENST00000372873.8"
"NUDT13","ENSG00000166321.13","ENST00000372997.3"
"C11orf65","ENSG00000166323.12","ENST00000393084.5"
"TRIM44","ENSG00000166326.6","ENST00000299413.6"
"CCDC182","ENSG00000166329.2","ENST00000299415.2"
"ILK","ENSG00000166333.13","ENST00000420936.6"
"TAF10","ENSG00000166337.9","ENST00000527248.2"
"TPP1","ENSG00000166340.15","ENST00000299427.10"
"DCHS1","ENSG00000166341.7","ENST00000299441.4"
"NETO1","ENSG00000166342.18","ENST00000583169.5"
"MSS51","ENSG00000166343.9","ENST00000299432.6"
"CYB5A","ENSG00000166347.18","ENST00000299438.13"
"RAG1","ENSG00000166349.9","ENST00000299440.5"
"POTED","ENSG00000166351.10","ENST00000299443.5"
"C11orf74","ENSG00000166352.15","ENST00000334307.9"
"WDR88","ENSG00000166359.10","ENST00000355868.3"
"OR10A5","ENSG00000166363.5","ENST00000299454.4"
"OR2D2","ENSG00000166368.2","ENST00000299459.2"
"PPFIBP2","ENSG00000166387.11","ENST00000533792.5"
"CYB5R2","ENSG00000166394.14","ENST00000299498.10"
"SERPINB7","ENSG00000166396.12","ENST00000546027.5"
"KIAA0355","ENSG00000166398.12","ENST00000299505.6"
"SERPINB8","ENSG00000166401.14","ENST00000353706.6"
"TUB","ENSG00000166402.8","ENST00000305253.8"
"LMO1","ENSG00000166407.13","ENST00000428101.6"
"WDR72","ENSG00000166415.14","ENST00000360509.9"
"CRABP1","ENSG00000166426.7","ENST00000299529.6"
"PLD4","ENSG00000166428.12","ENST00000540372.5"
"ZMAT1","ENSG00000166432.14","ENST00000540921.5"
"XRRA1","ENSG00000166435.15","ENST00000321448.12"
"TRIM66","ENSG00000166436.15","ENST00000299550.10"
"RNF169","ENSG00000166439.5","ENST00000299563.4"
"RPL27A","ENSG00000166441.12","ENST00000524496.5"
"ST5","ENSG00000166444.18","ENST00000526757.5"
"CDYL2","ENSG00000166446.14","ENST00000570137.6"
"TMEM130","ENSG00000166448.14","ENST00000339375.8"
"PRTG","ENSG00000166450.12","ENST00000389286.8"
"CENPN","ENSG00000166451.13","ENST00000299572.9"
"AKIP1","ENSG00000166452.11","ENST00000299576.9"
"ATMIN","ENSG00000166454.9","ENST00000299575.4"
"C16orf46","ENSG00000166455.13","ENST00000378611.8"
"LEO1","ENSG00000166477.12","ENST00000299601.9"
"TMX3","ENSG00000166479.9","ENST00000299608.6"
"MFAP4","ENSG00000166482.11","ENST00000299610.4"
"WEE1","ENSG00000166483.10","ENST00000299613.10"
"PRKCB","ENSG00000166501.12","ENST00000303531.11"
"NDST2","ENSG00000166507.17","ENST00000309979.10"
"CLEC3A","ENSG00000166509.10","ENST00000299642.8"
"CCDC68","ENSG00000166510.13","ENST00000591504.5"
"CLEC4E","ENSG00000166523.7","ENST00000545274.5"
"ZNF3","ENSG00000166526.16","ENST00000299667.8"
"CLEC4D","ENSG00000166527.7","ENST00000299665.2"
"ZSCAN21","ENSG00000166529.14","ENST00000292450.8"
"A2ML1","ENSG00000166535.19","ENST00000299698.11"
"TK2","ENSG00000166548.15","ENST00000544898.5"
"TMED3","ENSG00000166557.12","ENST00000299705.9"
"SEC11C","ENSG00000166562.8","ENST00000588875.2"
"CPLX4","ENSG00000166569.8","ENST00000299721.3"
"GALR1","ENSG00000166573.5","ENST00000299727.4"
"TMEM135","ENSG00000166575.16","ENST00000340353.11"
"IQCD","ENSG00000166578.9","ENST00000416617.2"
"NDEL1","ENSG00000166579.15","ENST00000334527.11"
"RRAD","ENSG00000166592.11","ENST00000299759.10"
"FAM96B","ENSG00000166595.11","ENST00000422424.6"
"CFAP52","ENSG00000166596.14","ENST00000352665.9"
"HSP90B1","ENSG00000166598.14","ENST00000299767.9"
"MC4R","ENSG00000166603.4","ENST00000299766.4"
"BLCAP","ENSG00000166619.12","ENST00000373537.6"
"SERPINB12","ENSG00000166634.6","ENST00000382768.1"
"CHRFAM7A","ENSG00000166664.13","ENST00000299847.6"
"MMP10","ENSG00000166670.9","ENST00000279441.8"
"TVP23A","ENSG00000166676.14","ENST00000572428.5"
"BEX3","ENSG00000166681.13","ENST00000361298.8"
"TMPRSS5","ENSG00000166682.10","ENST00000299882.9"
"COG1","ENSG00000166685.11","ENST00000299886.8"
"PLEKHA7","ENSG00000166689.15","ENST00000636090.1"
"ZNF606","ENSG00000166704.11","ENST00000341164.8"
"ZNF592","ENSG00000166716.9","ENST00000560079.6"
"CASC4","ENSG00000166734.18","ENST00000299957.10"
"HTR3A","ENSG00000166736.11","ENST00000299961.5"
"ACSM1","ENSG00000166743.9","ENST00000307493.8"
"AP1G1","ENSG00000166747.12","ENST00000299980.8"
"SLFN5","ENSG00000166750.9","ENST00000299977.8"
"C16orf45","ENSG00000166780.10","ENST00000452191.6"
"SAAL1","ENSG00000166788.9","ENST00000524803.5"
"PPIB","ENSG00000166794.4","ENST00000300026.3"
"LDHC","ENSG00000166796.11","ENST00000280704.8"
"FAM96A","ENSG00000166797.10","ENST00000300030.7"
"LDHAL6A","ENSG00000166800.9","ENST00000396213.7"
"FAM111A","ENSG00000166801.15","ENST00000361723.7"
"PCLAF","ENSG00000166803.11","ENST00000559519.5"
"KIF7","ENSG00000166813.14","ENST00000394412.7"
"LDHD","ENSG00000166816.13","ENST00000450168.2"
"PLIN1","ENSG00000166819.11","ENST00000300055.9"
"PEX11A","ENSG00000166821.8","ENST00000300056.7"
"TMEM170A","ENSG00000166822.12","ENST00000357613.8"
"ANPEP","ENSG00000166825.13","ENST00000300060.6"
"SCNN1G","ENSG00000166828.2","ENST00000300061.2"
"RBPMS2","ENSG00000166831.8","ENST00000560606.5"
"NAV2","ENSG00000166833.19","ENST00000360655.8"
"C18orf54","ENSG00000166845.13","ENST00000300091.5"
"TERF2IP","ENSG00000166848.5","ENST00000300086.4"
"PLK1","ENSG00000166851.14","ENST00000300093.8"
"CLPX","ENSG00000166855.9","ENST00000300107.7"
"GPR182","ENSG00000166856.2","ENST00000300098.2"
"ZBTB39","ENSG00000166860.2","ENST00000300101.2"
"CACNG2","ENSG00000166862.6","ENST00000300105.6"
"TAC3","ENSG00000166863.11","ENST00000458521.6"
"MYO1A","ENSG00000166866.12","ENST00000300119.7"
"CHP2","ENSG00000166869.2","ENST00000300113.2"
"NEMP1","ENSG00000166881.9","ENST00000379391.7"
"OR4D6","ENSG00000166884.2","ENST00000300127.2"
"NAB2","ENSG00000166886.12","ENST00000300131.7"
"VPS39","ENSG00000166887.15","ENST00000318006.9"
"STAT6","ENSG00000166888.11","ENST00000300134.7"
"PATL1","ENSG00000166889.13","ENST00000300146.9"
"ATP23","ENSG00000166896.7","ENST00000300145.3"
"ELFN2","ENSG00000166897.14","ENST00000402918.6"
"STX3","ENSG00000166900.15","ENST00000337979.8"
"MRPL16","ENSG00000166902.4","ENST00000300151.4"
"PIP4K2C","ENSG00000166908.17","ENST00000354947.9"
"YWHAB","ENSG00000166913.12","ENST00000353703.8"
"C15orf48","ENSG00000166920.12","ENST00000396650.6"
"SCG5","ENSG00000166922.8","ENST00000413748.6"
"GREM1","ENSG00000166923.10","ENST00000560830.1"
"NYAP1","ENSG00000166924.8","ENST00000300179.6"
"TSC22D4","ENSG00000166925.8","ENST00000423266.5"
"MS4A7","ENSG00000166927.12","ENST00000358246.5"
"MS4A14","ENSG00000166928.10","ENST00000531787.5"
"MS4A5","ENSG00000166930.6","ENST00000300190.6"
"DIS3L","ENSG00000166938.12","ENST00000319194.9"
"EPB42","ENSG00000166947.11","ENST00000441366.6"
"TGM6","ENSG00000166948.9","ENST00000202625.6"
"SMAD3","ENSG00000166949.15","ENST00000327367.8"
"MS4A8","ENSG00000166959.7","ENST00000300226.6"
"CCDC178","ENSG00000166960.16","ENST00000581852.5"
"MS4A15","ENSG00000166961.14","ENST00000337911.8"
"MAP1A","ENSG00000166963.12","ENST00000300231.5"
"RCCD1","ENSG00000166965.12","ENST00000394258.6"
"AKTIP","ENSG00000166971.16","ENST00000394657.11"
"MAPRE2","ENSG00000166974.12","ENST00000300249.9"
"MARS","ENSG00000166986.14","ENST00000262027.9"
"MBD6","ENSG00000166987.14","ENST00000355673.7"
"CNPY4","ENSG00000166997.7","ENST00000262932.4"
"NUDT21","ENSG00000167005.13","ENST00000300291.9"
"NAT16","ENSG00000167011.8","ENST00000300303.6"
"TERB2","ENSG00000167014.10","ENST00000340827.3"
"NKX3-1","ENSG00000167034.9","ENST00000380871.4"
"SGSM1","ENSG00000167037.18","ENST00000400358.8"
"DUSP18","ENSG00000167065.13","ENST00000403268.1"
"TEF","ENSG00000167074.14","ENST00000266304.8"
"MEI1","ENSG00000167077.12","ENST00000423900.1"
"B4GALNT2","ENSG00000167080.8","ENST00000393354.6"
"PBX3","ENSG00000167081.16","ENST00000373489.9"
"GNGT2","ENSG00000167083.6","ENST00000511277.5"
"PHB","ENSG00000167085.11","ENST00000300408.7"
"SNRPD1","ENSG00000167088.10","ENST00000582475.1"
"TTC16","ENSG00000167094.15","ENST00000373289.3"
"SUN5","ENSG00000167098.11","ENST00000356173.7"
"SAMD14","ENSG00000167100.14","ENST00000285206.12"
"PIP5KL1","ENSG00000167103.11","ENST00000388747.8"
"TMEM92","ENSG00000167105.7","ENST00000507382.1"
"FAM102A","ENSG00000167106.11","ENST00000373095.5"
"GOLGA2","ENSG00000167110.17","ENST00000610329.4"
"COQ4","ENSG00000167113.10","ENST00000300452.7"
"SLC27A4","ENSG00000167114.12","ENST00000300456.4"
"CERCAM","ENSG00000167123.18","ENST00000372838.8"
"DOLPP1","ENSG00000167130.17","ENST00000372546.8"
"CCDC103","ENSG00000167131.16","ENST00000410006.6"
"ENDOG","ENSG00000167136.6","ENST00000372642.4"
"TBC1D21","ENSG00000167139.8","ENST00000300504.6"
"PRRX2","ENSG00000167157.10","ENST00000372469.5"
"UGT1A6","ENSG00000167165.18","ENST00000305139.10"
"C15orf39","ENSG00000167173.18","ENST00000394987.4"
"ISLR2","ENSG00000167178.15","ENST00000435464.5"
"SP2","ENSG00000167182.13","ENST00000376741.4"
"PRR15L","ENSG00000167183.2","ENST00000300557.2"
"COQ7","ENSG00000167186.10","ENST00000321998.9"
"GPRC5B","ENSG00000167191.11","ENST00000300571.6"
"CRK","ENSG00000167193.7","ENST00000398970.5"
"C16orf92","ENSG00000167194.7","ENST00000300575.6"
"GOLGA6C","ENSG00000167195.7","ENST00000300576.5"
"TBC1D2B","ENSG00000167202.11","ENST00000300584.7"
"NOD2","ENSG00000167207.11","ENST00000300589.6"
"SNX20","ENSG00000167208.14","ENST00000330943.8"
"LOXHD1","ENSG00000167210.16","ENST00000398686.8"
"KATNAL2","ENSG00000167216.16","ENST00000245121.9"
"HDHD2","ENSG00000167220.11","ENST00000300605.10"
"IGF2","ENSG00000167244.18","ENST00000381395.5"
"RNF214","ENSG00000167257.10","ENST00000300650.8"
"CDK12","ENSG00000167258.13","ENST00000447079.4"
"DPEP2","ENSG00000167261.13","ENST00000393847.5"
"DUS2","ENSG00000167264.17","ENST00000358896.10"
"POP5","ENSG00000167272.10","ENST00000357500.4"
"RBFOX3","ENSG00000167281.18","ENST00000583458.5"
"CD3D","ENSG00000167286.9","ENST00000300692.8"
"TBC1D16","ENSG00000167291.15","ENST00000310924.6"
"TEPSIN","ENSG00000167302.10","ENST00000300714.7"
"MYO5B","ENSG00000167306.19","ENST00000592688.1"
"ART5","ENSG00000167311.13","ENST00000359918.8"
"ACAA2","ENSG00000167315.17","ENST00000587994.5"
"STIM1","ENSG00000167323.11","ENST00000300737.8"
"RRM1","ENSG00000167325.14","ENST00000300738.9"
"OR51E2","ENSG00000167332.7","ENST00000396950.3"
"TRIM68","ENSG00000167333.12","ENST00000300747.9"
"MMP26","ENSG00000167346.7","ENST00000300762.1"
"OR51I1","ENSG00000167359.8","ENST00000380211.1"
"OR51Q1","ENSG00000167360.4","ENST00000300778.4"
"FN3K","ENSG00000167363.13","ENST00000300784.7"
"PRRT2","ENSG00000167371.17","ENST00000637064.1"
"ZNF226","ENSG00000167380.16","ENST00000300823.10"
"ZNF180","ENSG00000167384.10","ENST00000592529.5"
"PPP2R3B","ENSG00000167393.17","ENST00000390665.8"
"ZNF668","ENSG00000167394.12","ENST00000300849.4"
"ZNF646","ENSG00000167395.10","ENST00000300850.5"
"VKORC1","ENSG00000167397.14","ENST00000394975.2"
"GNG8","ENSG00000167414.4","ENST00000300873.4"
"LPO","ENSG00000167419.10","ENST00000262290.8"
"CA4","ENSG00000167434.9","ENST00000300900.8"
"SMG8","ENSG00000167447.12","ENST00000300917.9"
"TPM4","ENSG00000167460.14","ENST00000300933.8"
"RAB8A","ENSG00000167461.11","ENST00000300935.7"
"GPX4","ENSG00000167468.16","ENST00000611653.4"
"MIDN","ENSG00000167470.12","ENST00000300952.6"
"JSRP1","ENSG00000167476.10","ENST00000300961.10"
"KLHL26","ENSG00000167487.11","ENST00000300976.8"
"MVD","ENSG00000167508.11","ENST00000301012.7"
"CDT1","ENSG00000167513.8","ENST00000301019.8"
"TRAPPC2L","ENSG00000167515.10","ENST00000625770.2"
"ANKRD11","ENSG00000167522.14","ENST00000378330.6"
"SPATA33","ENSG00000167523.13","ENST00000566204.1"
"PROCA1","ENSG00000167525.13","ENST00000301039.6"
"RPL13","ENSG00000167526.13","ENST00000567815.5"
"ZNF641","ENSG00000167528.12","ENST00000301042.7"
"LALBA","ENSG00000167531.6","ENST00000301046.6"
"CACNB3","ENSG00000167535.7","ENST00000301050.6"
"DHRS13","ENSG00000167536.13","ENST00000378895.8"
"TP53I13","ENSG00000167543.15","ENST00000301057.7"
"KMT2D","ENSG00000167548.14","ENST00000526209.1"
"CORO6","ENSG00000167549.18","ENST00000492276.6"
"RHEBL1","ENSG00000167550.10","ENST00000301068.10"
"TUBA1A","ENSG00000167552.13","ENST00000301071.11"
"TUBA1C","ENSG00000167553.15","ENST00000541364.5"
"ZNF610","ENSG00000167554.14","ENST00000403906.7"
"ZNF701","ENSG00000167562.12","ENST00000611267.1"
"SERTAD3","ENSG00000167565.12","ENST00000322354.3"
"NCKAP5L","ENSG00000167566.16","ENST00000335999.6"
"RAB4B","ENSG00000167578.17","ENST00000357052.7"
"AQP2","ENSG00000167580.7","ENST00000199280.3"
"GPD1","ENSG00000167588.12","ENST00000301149.7"
"CYP2S1","ENSG00000167600.13","ENST00000310054.8"
"AXL","ENSG00000167601.11","ENST00000301178.8"
"TMC4","ENSG00000167608.11","ENST00000619895.4"
"LAIR1","ENSG00000167613.15","ENST00000391743.7"
"TTYH1","ENSG00000167614.13","ENST00000376530.7"
"LENG8","ENSG00000167615.16","ENST00000610347.1"
"CDC42EP5","ENSG00000167617.2","ENST00000301200.2"
"LAIR2","ENSG00000167618.9","ENST00000301202.6"
"TMEM145","ENSG00000167619.11","ENST00000301204.7"
"ZNF526","ENSG00000167625.10","ENST00000301215.7"
"TRAPPC9","ENSG00000167632.14","ENST00000438773.2"
"KIR3DL1","ENSG00000167633.18","ENST00000391728.8"
"NLRP7","ENSG00000167634.12","ENST00000328092.9"
"ZNF146","ENSG00000167635.11","ENST00000443387.2"
"ZNF283","ENSG00000167637.16","ENST00000593164.5"
"PPP1R14A","ENSG00000167641.10","ENST00000301242.8"
"SPINT2","ENSG00000167642.12","ENST00000587090.5"
"C19orf33","ENSG00000167644.11","ENST00000301246.9"
"YIF1B","ENSG00000167645.16","ENST00000592694.5"
"DNAAF3","ENSG00000167646.13","ENST00000391720.8"
"PSCA","ENSG00000167653.4","ENST00000301258.4"
"ATCAY","ENSG00000167654.17","ENST00000450849.6"
"LY6D","ENSG00000167656.4","ENST00000301263.4"
"DAPK3","ENSG00000167657.13","ENST00000301264.7"
"EEF2","ENSG00000167658.15","ENST00000309311.6"
"TMIGD2","ENSG00000167664.8","ENST00000595645.5"
"CHAF1A","ENSG00000167670.15","ENST00000301280.9"
"UBXN6","ENSG00000167671.11","ENST00000301281.10"
"CTB-50L17.10","ENSG00000167674.14","ENST00000616600.4"
"PLIN4","ENSG00000167676.4","ENST00000301286.4"
"SEMA6B","ENSG00000167680.15","ENST00000586582.5"
"ZNF444","ENSG00000167685.14","ENST00000592949.5"
"NXN","ENSG00000167693.16","ENST00000336868.7"
"FAM57A","ENSG00000167695.14","ENST00000308278.12"
"GLOD4","ENSG00000167699.13","ENST00000301328.9"
"MFSD3","ENSG00000167700.8","ENST00000301327.4"
"GPT","ENSG00000167701.13","ENST00000394955.2"
"KIFC2","ENSG00000167702.11","ENST00000301332.2"
"SLC43A2","ENSG00000167703.14","ENST00000571650.5"
"RILP","ENSG00000167705.11","ENST00000574810.5"
"SERPINF2","ENSG00000167711.13","ENST00000382061.4"
"WDR81","ENSG00000167716.18","ENST00000437219.6"
"SRR","ENSG00000167720.12","ENST00000344595.9"
"TSR1","ENSG00000167721.10","ENST00000301364.9"
"HSD11B1L","ENSG00000167733.13","ENST00000422535.6"
"CYB5D2","ENSG00000167740.9","ENST00000301391.7"
"GGT6","ENSG00000167741.10","ENST00000301395.7"
"C19orf48","ENSG00000167747.13","ENST00000345523.8"
"KLK1","ENSG00000167748.10","ENST00000301420.2"
"KLK4","ENSG00000167749.11","ENST00000324041.5"
"KLK5","ENSG00000167754.12","ENST00000593428.5"
"KLK6","ENSG00000167755.14","ENST00000310157.6"
"KLK11","ENSG00000167757.13","ENST00000453757.7"
"KLK13","ENSG00000167759.12","ENST00000595793.5"
"ZNF83","ENSG00000167766.18","ENST00000541777.6"
"KRT80","ENSG00000167767.13","ENST00000394815.2"
"KRT1","ENSG00000167768.4","ENST00000252244.3"
"ACER1","ENSG00000167769.4","ENST00000301452.4"
"OTUB1","ENSG00000167770.11","ENST00000538426.5"
"RCOR2","ENSG00000167771.5","ENST00000301459.4"
"ANGPTL4","ENSG00000167772.11","ENST00000301455.6"
"CD320","ENSG00000167775.10","ENST00000301458.9"
"SPRYD3","ENSG00000167778.8","ENST00000301463.8"
"SOAT2","ENSG00000167780.11","ENST00000301466.7"
"ZNF558","ENSG00000167785.8","ENST00000301475.1"
"CABP2","ENSG00000167791.12","ENST00000353903.9"
"NDUFV1","ENSG00000167792.11","ENST00000322776.10"
"CDK2AP2","ENSG00000167797.7","ENST00000301488.7"
"NUDT8","ENSG00000167799.9","ENST00000376693.2"
"TBX10","ENSG00000167800.9","ENST00000335385.3"
"PRDX2","ENSG00000167815.11","ENST00000301522.2"
"OR8J3","ENSG00000167822.1","ENST00000301529.1"
"OR5I1","ENSG00000167825.3","ENST00000301532.3"
"MIS12","ENSG00000167842.15","ENST00000381165.3"
"CD300C","ENSG00000167850.3","ENST00000330793.1"
"CD300A","ENSG00000167851.13","ENST00000360141.7"
"HID1","ENSG00000167861.15","ENST00000425042.6"
"MRPL58","ENSG00000167862.9","ENST00000301585.9"
"ATP5H","ENSG00000167863.11","ENST00000301587.8"
"TMEM88","ENSG00000167874.6","ENST00000301599.6"
"EVPL","ENSG00000167880.7","ENST00000301607.7"
"SRP68","ENSG00000167881.14","ENST00000307877.6"
"TMC8","ENSG00000167895.14","ENST00000589691.1"
"TK1","ENSG00000167900.11","ENST00000301634.11"
"TMEM68","ENSG00000167904.14","ENST00000434581.6"
"CYP7A1","ENSG00000167910.3","ENST00000301645.3"
"GSDMA","ENSG00000167914.11","ENST00000301659.8"
"KRT24","ENSG00000167916.4","ENST00000264651.2"
"TMEM99","ENSG00000167920.8","ENST00000436612.5"
"GHDC","ENSG00000167925.15","ENST00000587427.5"
"FAM234A","ENSG00000167930.15","ENST00000301678.7"
"SOST","ENSG00000167941.2","ENST00000301691.2"
"PRR25","ENSG00000167945.1","ENST00000301698.1"
"ZNF598","ENSG00000167962.13","ENST00000563630.5"
"RAB26","ENSG00000167964.12","ENST00000210187.10"
"MLST8","ENSG00000167965.17","ENST00000397124.5"
"E4F1","ENSG00000167967.15","ENST00000301727.8"
"DNASE1L2","ENSG00000167968.12","ENST00000564065.5"
"ECI1","ENSG00000167969.12","ENST00000566379.1"
"CASKIN1","ENSG00000167971.15","ENST00000343516.7"
"ABCA3","ENSG00000167972.13","ENST00000301732.9"
"KCTD5","ENSG00000167977.8","ENST00000301738.8"
"ZNF597","ENSG00000167981.5","ENST00000301744.5"
"NLRC3","ENSG00000167984.17","ENST00000359128.9"
"SDHAF2","ENSG00000167985.6","ENST00000542074.1"
"DDB1","ENSG00000167986.13","ENST00000301764.11"
"VPS37C","ENSG00000167987.10","ENST00000301765.9"
"RAB3IL1","ENSG00000167994.11","ENST00000394836.6"
"BEST1","ENSG00000167995.15","ENST00000449131.6"
"FTH1","ENSG00000167996.15","ENST00000620041.4"
"BSCL2","ENSG00000168000.14","ENST00000360796.9"
"POLR2G","ENSG00000168002.11","ENST00000301788.11"
